stationId,hierarchy
167.13.0,elv fra Varrevaikaja/Veikdalselva/Kobbelvvassdraget
167.14.0,Sørfjordelva
167.3.0,Kobbelvvassdraget
167.34.0,Kobbelvvassdraget
167.35.0,Kobbelvvassdraget
167.39.0,Kobbelvvassdraget
167.9.0,Livssejohka/Kobbelvvassdraget
168.1.0,Lommerelva
168.2.0,Marsvikelva
168.3.0,Lakså
17.10.0,Kragerøvassdraget
17.13.0,Kragerøvassdraget
170.10.0,Hellandselva/Varpelva
170.11.0,Hellandselva/Varpelva
170.3.0,Falkelva/Sagelvvassdraget
170.4.0,Sagelvvassdraget
170.5.0,Skjevågelva
171.1.0,Brynelva/Botnelva
171.12.0,Botnelva
171.7.0,Draugelva/Hellemovassdraget
172.5.0,Sørelva
172.6.0,Hjertevasselva/Sørelva
172.7.0,Leirpollelva
172.8.0,Sørelva
173.12.0,Skjomavassdraget
173.13.0,Kjøriselva/Skjomavassdraget
173.14.0,Losielva/Nordelva/Skjomavassdraget
173.15.0,elv fra Iptovatnet/Skjomavassdraget
173.16.0,Storelva
173.22.0,Skjomavassdraget
173.24.0,Skjomavassdraget
173.28.1,Skjomavassdraget
173.8.0,Coarvvejokka/Skjomavassdraget
174.11.0,Taraldsvikelva
174.14.0,Indre sildvikelva
174.15.0,Åselva/Storelva
174.16.0,elv fra Høgvatnet/Storelva
174.17.0,elv fra Høgvatnet/Storelva
174.18.0,Storelva
174.19.0,elv fra Skitdalsvatnet/Storelva
174.3.0,Håkvikelva
174.37.0,Tverrdalselva/Lakselva (beisfjord)
174.38.0,Lakselva (beisfjord)
174.39.0,Lakselva (beisfjord)
174.4.0,Håkvikelva
174.40.0,Lakselva (beisfjord)
174.41.0,Håkvikelva
174.42.0,Håkvikelva
174.44.0,Håkvikelva
175.1.0,elv fra Strandvatnet
175.2.0,elv fra Strandvatnet
176.2.0,Mølnelva
177.4.0,Sneiselva
178.1.0,Langvasselva
178.12.1,Vestre Hinnøya
179.6.0,Vågan kommune
18.10.0,Gjerstadvassdraget
18.11.0,Gjerstadvassdraget
18.13.0,Vegårsvassdraget
18.4.0,Vegårsvassdraget
18.5.0,Vegårsvassdraget og Gjerstadvassdraget/kyst Kragerø-Tromøya
180.1.0,elv fra Farstadvatnet
185.1.0,Ringstadelva
185.2.3,Riseelva
186.2.0,Åelva
189.1.0,Skoddebergvassdraget
189.3.0,Tennevikelva
19.100.0,Arendalsvassdraget
19.103.0,Frostdøl/Arendalsvassdraget
19.104.0,Songedalsåi/Fyresdalsåna/Arendalsvassdraget
19.105.0,Arendalsvassdraget
19.106.0,Bondøl/Fyresdalsåna/Arendalsvassdraget
19.107.0,Lilleelva/Arendalsvassdraget
19.127.0,Arendalsvassdraget
19.136.0,Fyresdalsåna/Arendalsvassdraget
19.137.0,Arendalsvassdraget
19.144.0,Stigvasselva/Arendalsvassdraget
19.144.9,Stigvasselva/Arendalsvassdraget
19.250.0,Landvikelva
19.3.0,Fyresdalsåna/Arendalsvassdraget
19.38.0,Arendalsvassdraget
19.5.0,Gjøv/Arendalsvassdraget
19.58.0,Arendalsvassdraget
19.61.0,Tovsliåni/Gjøv/Arendalsvassdraget
19.62.0,Arendalsvassdraget
19.7.0,Fyresdalsåna/Arendalsvassdraget
19.73.0,Kilåi/Fyresdalsåna/Arendalsvassdraget
19.78.0,Grytåi/Frostdøl/Arendalsvassdraget
19.79.0,Fyresdalsåna/Arendalsvassdraget
19.80.0,Stigvasselva/Arendalsvassdraget
19.81.0,Arendalsvassdraget
19.82.0,Arendalsvassdraget
19.83.0,Gjuvåni/Songedalsåi/Fyresdalsåna/Arendalsvassdraget
19.85.0,Borstadåi/Arendalsvassdraget
19.86.0,Bondøl/Fyresdalsåna/Arendalsvassdraget
19.87.0,Fyresdalsåna/Arendalsvassdraget
19.88.0,Gausåni/Fyresdalsåna/Arendalsvassdraget
19.96.0,Heimdøl/Arendalsvassdraget
19.98.0,Arendalsvassdraget
19.99.0,Arendalsvassdraget
191.2.0,Salangselva
191.3.0,Salangselva
194.1.0,Lyselva
194.2.0,Lyselva
194.3.0,Lyselva
194.4.0,Lakselva fra Trollbuvatnet
196.11.0,Målselvvassdraget
196.12.0,Sørdalselva/Barduelva/Målselvvassdraget
196.20.0,Barduelva/Målselvvassdraget
196.21.0,Divielva/Målselvvassdraget
196.22.0,Devdiselva/Divielva/Målselvvassdraget
196.24.0,Barduelva/Målselvvassdraget
196.26.0,Divielva/Målselvvassdraget
196.29.0,Barduelva/Målselvvassdraget
196.35.0,Målselvvassdraget
196.36.0,Barduelva/Målselvvassdraget
196.39.0,Divielva/Målselvvassdraget
196.43.0,Målselvvassdraget
196.44.0,Barduelva/Målselvvassdraget
196.45.0,Barduelva/Målselvvassdraget
196.47.2,Fjellfrøselva/Målselvvassdraget
196.7.0,Lakselva (aursfjorden)
197.10.0,Ersfjordelva
197.11.1,Tromsdalselva
197.12.0,Kvaløya og Tromsøya
197.13.0,Storelva
1977.1.1,
1977.1.4,
1977.1.5,
1977.2.1,
1977.2.2,
198.73.0,Tømmerelva
2.1.0,Vesleflisa/Flisa/Glommavassdraget
2.100.1,Glommavassdraget
2.101.0,Vorma-Lågen/Glommavassdraget
2.1036.0,Lekumelva/Glommavassdraget
2.1049.0,Otta/Vorma-Lågen/Glommavassdraget
2.1050.0,Otta/Vorma-Lågen/Glommavassdraget
2.1051.0,Otta/Vorma-Lågen/Glommavassdraget
2.1087.0,Glommavassdraget
2.1088.0,Glommavassdraget
2.1093.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.1094.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.1095.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.1096.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.11.0,Nøra/Glommavassdraget
2.1119.0,Glommavassdraget
2.112.0,Glommavassdraget
2.113.0,Glommavassdraget
2.1131.1,Vorma-Lågen/Glommavassdraget
2.1131.2,Vorma-Lågen/Glommavassdraget
2.1133.1,Vorma-Lågen/Glommavassdraget
2.1133.2,Vorma-Lågen/Glommavassdraget
2.1133.3,Vorma-Lågen/Glommavassdraget
2.1134.1,Vorma-Lågen/Glommavassdraget
2.1136.2,Otta/Vorma-Lågen/Glommavassdraget
2.1142.1,Otta/Vorma-Lågen/Glommavassdraget
2.1151.0,Frya/Vorma-Lågen/Glommavassdraget
2.1153.1,Tromsa/Vorma-Lågen/Glommavassdraget
2.1154.1,Veikleåa/Vorma-Lågen/Glommavassdraget
2.1155.1,Våla/Vorma-Lågen/Glommavassdraget
2.1185.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1191.0,Sula/Vorma-Lågen/Glommavassdraget
2.1197.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1198.0,Atna/Glommavassdraget
2.1207.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1208.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1209.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.121.0,Vingersnoret/Glommavassdraget
2.1210.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1211.0,Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1212.0,Losbyelva/Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.1213.0,Losbyelva/Sagelva-Fjellhammarelva/Nitelva/Glommavassdraget
2.122.0,Glommavassdraget
2.1225.0,Vorma-Lågen/Glommavassdraget
2.1226.0,Oppstadåa/Glommavassdraget
2.1227.0,Kampåa/Ua/Glommavassdraget
2.1228.0,Seutelva
2.1230.1,Otta/Vorma-Lågen/Glommavassdraget
2.1230.2,Otta/Vorma-Lågen/Glommavassdraget
2.1230.3,Otta/Vorma-Lågen/Glommavassdraget
2.1231.0,Otta/Vorma-Lågen/Glommavassdraget
2.1232.0,Otta/Vorma-Lågen/Glommavassdraget
2.1235.0,Vorma-Lågen/Glommavassdraget
2.1236.0,Isoa/Glommavassdraget
2.1237.0,Otta/Vorma-Lågen/Glommavassdraget
2.1238.0,Vorma-Lågen/Glommavassdraget
2.1239.0,Vorma-Lågen/Glommavassdraget
2.1240.5,Vorma-Lågen/Glommavassdraget
2.1243.0,Glommavassdraget
2.1244.0,Glommavassdraget
2.125.0,Glommavassdraget
2.129.0,Folla/Glommavassdraget
2.13.0,Sjoa/Vorma-Lågen/Glommavassdraget
2.132.0,Rena/Glommavassdraget
2.138.0,Osa/Rena/Glommavassdraget
2.14.0,Rena/Glommavassdraget
2.142.0,Flisa/Glommavassdraget
2.145.0,Vorma-Lågen/Glommavassdraget
2.15.0,Otta/Vorma-Lågen/Glommavassdraget
2.164.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.167.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.17.0,Glommavassdraget
2.172.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.197.0,Vorma-Lågen/Glommavassdraget
2.198.0,Tyria/Mesna/Vorma-Lågen/Glommavassdraget
2.199.0,Mesna/Vorma-Lågen/Glommavassdraget
2.200.0,Tyria/Mesna/Vorma-Lågen/Glommavassdraget
2.201.0,Tyria/Mesna/Vorma-Lågen/Glommavassdraget
2.202.0,Tyria/Mesna/Vorma-Lågen/Glommavassdraget
2.203.0,Mesna/Vorma-Lågen/Glommavassdraget
2.205.0,Mesna/Vorma-Lågen/Glommavassdraget
2.210.0,elv fra Skjelbreida/Hunnselva/Vorma-Lågen/Glommavassdraget
2.212.0,Hunnselva/Vorma-Lågen/Glommavassdraget
2.224.0,Vorma-Lågen/Glommavassdraget
2.227.0,Glommavassdraget
2.235.0,Folla/Glommavassdraget
2.236.0,Otta/Vorma-Lågen/Glommavassdraget
2.237.0,Framrusti/Otta/Vorma-Lågen/Glommavassdraget
2.239.0,Vesjøbekken/Moksa/Vorma-Lågen/Glommavassdraget
2.240.0,Moksa/Vorma-Lågen/Glommavassdraget
2.241.0,Goppollåa/Moksa/Vorma-Lågen/Glommavassdraget
2.242.0,Moksa/Vorma-Lågen/Glommavassdraget
2.245.0,Rauda/Vesleelva/Gausa/Vorma-Lågen/Glommavassdraget
2.248.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.25.0,Otta/Vorma-Lågen/Glommavassdraget
2.252.0,Leira/Bøvri/Otta/Vorma-Lågen/Glommavassdraget
2.255.0,Vinstra/Vorma-Lågen/Glommavassdraget
2.257.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.260.0,Hølsa/Vinstra/Vorma-Lågen/Glommavassdraget
2.265.0,Rena/Glommavassdraget
2.267.0,Mistra/Rena/Glommavassdraget
2.268.0,Bøvri/Otta/Vorma-Lågen/Glommavassdraget
2.269.0,Glommavassdraget
2.275.0,Ostri/Otta/Vorma-Lågen/Glommavassdraget
2.279.0,Leira/Nitelva/Glommavassdraget
2.28.0,Gausa/Vorma-Lågen/Glommavassdraget
2.280.0,Leira/Nitelva/Glommavassdraget
2.282.0,Aura/Otta/Vorma-Lågen/Glommavassdraget
2.283.0,Otta/Vorma-Lågen/Glommavassdraget
2.284.0,Finna/Otta/Vorma-Lågen/Glommavassdraget
2.290.0,Bøvri/Otta/Vorma-Lågen/Glommavassdraget
2.291.0,Tora/Otta/Vorma-Lågen/Glommavassdraget
2.30.0,Glommavassdraget
2.303.0,Jora/Vorma-Lågen/Glommavassdraget
2.32.0,Atna/Glommavassdraget
2.323.0,Fura/Svartelvvassdraget/Vorma-Lågen/Glommavassdraget
2.326.0,Andelva/Vorma-Lågen/Glommavassdraget
2.342.0,Einunna/Folla/Glommavassdraget
2.344.0,Rena/Glommavassdraget
2.346.0,Vorma-Lågen/Glommavassdraget
2.347.0,Glommavassdraget
2.349.0,Glommavassdraget
2.36.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.373.0,Grimsa/Folla/Glommavassdraget
2.377.0,Einunna/Folla/Glommavassdraget
2.378.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.379.0,Sivilla/Glommavassdraget
2.39.0,Sjoa/Vorma-Lågen/Glommavassdraget
2.393.0,Glommavassdraget
2.395.0,Elgsjøbekken/Einunna/Folla/Glommavassdraget
2.397.0,Mela/Einunna/Folla/Glommavassdraget
2.402.0,Roppa/Gausa/Vorma-Lågen/Glommavassdraget
2.404.0,Roppa/Gausa/Vorma-Lågen/Glommavassdraget
2.410.0,Glommavassdraget
2.412.0,Glommavassdraget
2.415.0,Espa/Vinstra/Vorma-Lågen/Glommavassdraget
2.416.0,Otta/Vorma-Lågen/Glommavassdraget
2.43.0,Glommavassdraget
2.434.0,Otta/Vorma-Lågen/Glommavassdraget
2.439.0,Åsta/Glommavassdraget
2.440.0,Vulu/Otta/Vorma-Lågen/Glommavassdraget
2.441.0,Glommavassdraget
2.442.0,Glommavassdraget
2.443.0,Glommavassdraget
2.444.0,Glommavassdraget
2.447.0,Rena/Glommavassdraget
2.451.0,Osa/Rena/Glommavassdraget
2.460.0,Vorma-Lågen/Glommavassdraget
2.461.0,Nitelva/Glommavassdraget
2.463.0,Vismunda/Vorma-Lågen/Glommavassdraget
2.464.0,Svartelvvassdraget/Vorma-Lågen/Glommavassdraget
2.468.0,Nordre bjøråa/Glommavassdraget
2.470.0,Oppstadåa/Glommavassdraget
2.471.0,Glommavassdraget
2.479.0,Atna/Glommavassdraget
2.481.0,Jora/Vorma-Lågen/Glommavassdraget
2.51.0,Vorma-Lågen/Glommavassdraget
2.52.0,Vorma-Lågen/Glommavassdraget
2.578.0,Imsa/Glommavassdraget
2.587.0,Glommavassdraget
2.592.0,Folla/Glommavassdraget
2.595.0,Sjoa/Vorma-Lågen/Glommavassdraget
2.60.0,Glommavassdraget
2.604.0,Glommavassdraget
2.605.0,Glommavassdraget
2.607.0,Folla/Glommavassdraget
2.61.0,Orva/Glommavassdraget
2.611.0,Rena/Glommavassdraget
2.614.0,Vorma-Lågen/Glommavassdraget
2.616.0,Kugga/Oppstadåa/Glommavassdraget
2.626.0,Tunna/Glommavassdraget
2.632.0,Otta/Vorma-Lågen/Glommavassdraget
2.633.0,Rakkestadelva/Glommavassdraget
2.634.0,Lenaelva/Vorma-Lågen/Glommavassdraget
2.636.0,Glommavassdraget
2.639.0,Glommavassdraget
2.643.0,Vorma-Lågen/Glommavassdraget
2.645.0,Vorma-Lågen/Glommavassdraget
2.647.0,Vorma-Lågen/Glommavassdraget
2.650.0,Vorma-Lågen/Glommavassdraget
2.651.0,Vorma-Lågen/Glommavassdraget
2.653.0,Vorma-Lågen/Glommavassdraget
2.654.0,Vorma-Lågen/Glommavassdraget
2.656.0,Vorma-Lågen/Glommavassdraget
2.658.0,Vorma-Lågen/Glommavassdraget
2.659.0,Vorma-Lågen/Glommavassdraget
2.660.0,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.661.0,Sjoa/Vorma-Lågen/Glommavassdraget
2.666.0,Otta/Vorma-Lågen/Glommavassdraget
2.668.0,Tessa/Otta/Vorma-Lågen/Glommavassdraget
2.67.0,Visterflo/Glommavassdraget
2.674.0,Otta/Vorma-Lågen/Glommavassdraget
2.677.0,Bøvri/Otta/Vorma-Lågen/Glommavassdraget
2.678.0,Otta/Vorma-Lågen/Glommavassdraget
2.68.0,Glommavassdraget
2.683.0,Otta/Vorma-Lågen/Glommavassdraget
2.685.0,Otta/Vorma-Lågen/Glommavassdraget
2.686.0,Rena/Glommavassdraget
2.687.0,Rena/Glommavassdraget
2.688.0,Rena/Glommavassdraget
2.692.0,Rena/Glommavassdraget
2.70.0,Andelva/Vorma-Lågen/Glommavassdraget
2.700.0,Atna/Glommavassdraget
2.704.0,Atna/Glommavassdraget
2.706.0,Atna/Glommavassdraget
2.713.1,Leira/Nitelva/Glommavassdraget
2.713.3,Rømua/Glommavassdraget
2.713.9,Andelva/Vorma-Lågen/Glommavassdraget
2.714.1,Vorma-Lågen/Glommavassdraget
2.715.2,Åsta/Glommavassdraget
2.716.2,Osa/Rena/Glommavassdraget
2.716.5,Osa/Rena/Glommavassdraget
2.716.6,Tverrena/Ena/Osa/Rena/Glommavassdraget
2.717.4,Fura/Svartelvvassdraget/Vorma-Lågen/Glommavassdraget
2.718.2,Kvernåi/Vorma-Lågen/Glommavassdraget
2.719.2,Vinstra/Vorma-Lågen/Glommavassdraget
2.72.0,Vaula/Borga/Glommavassdraget
2.720.2,Espa/Vinstra/Vorma-Lågen/Glommavassdraget
2.720.6,Espa/Vinstra/Vorma-Lågen/Glommavassdraget
2.721.1,Vinstra/Vorma-Lågen/Glommavassdraget
2.722.1,Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget
2.723.1,Einunna/Folla/Glommavassdraget
2.723.4,Einunna/Folla/Glommavassdraget
2.724.9,Glommavassdraget
2.725.1,Glommavassdraget
2.727.0,Vorma-Lågen/Glommavassdraget
2.728.1,Glommavassdraget
2.74.0,Leirungsåi/Sjoa/Vorma-Lågen/Glommavassdraget
2.75.0,Glommavassdraget
2.79.0,Tessa/Otta/Vorma-Lågen/Glommavassdraget
2.8.0,Skumsjøelva/Hunnselva/Vorma-Lågen/Glommavassdraget
2.82.0,Osa/Rena/Glommavassdraget
2.84.0,Einunna/Folla/Glommavassdraget
2.847.0,Vorma-Lågen/Glommavassdraget
2.952.0,Moelva/Vorma-Lågen/Glommavassdraget
2.967.0,Tysla/Rena/Glommavassdraget
2.995.0,Måråi/Otta/Vorma-Lågen/Glommavassdraget
2.996.0,Otta/Vorma-Lågen/Glommavassdraget
2.997.0,Otta/Vorma-Lågen/Glommavassdraget
2.998.3,Glommavassdraget/Hvaler og Singlefjorden
20.10.0,Vatndalselva/Uldalsåna/Tovdalsvassdraget
20.11.0,Tovdalsvassdraget
20.2.0,Tovdalsvassdraget
20.22.0,Flatelandsåna/Uldalsåna/Tovdalsvassdraget
20.23.0,Uldalsåna/Tovdalsvassdraget
20.24.0,Engelsåna/Uldalsåna/Tovdalsvassdraget
20.25.0,Uldalsåna/Tovdalsvassdraget
20.29.0,Tovdalsvassdraget
20.3.0,Tovdalsvassdraget
20.34.4,Moelva
20.8.0,Flatelandsåna/Uldalsåna/Tovdalsvassdraget
200.4.0,Skogsfjordelva
203.2.0,Jægerelva
204.2.0,Signaldalelva
204.82.0,Bergselva
205.3.0,Skibotnvassdraget
205.6.0,Did'nujåkka/Skibotnvassdraget
205.7.0,Riep'pejåkka/Skibotnvassdraget
205.8.0,Skibotnvassdraget
206.10.1,Manndalselva
206.11.0,Kåfjordvassdraget
206.2.0,Kåfjordvassdraget
206.3.0,Manndalselva
206.4.0,Kåfjordvassdraget
208.2.0,Fiskelva
208.3.0,Reisavassdraget
209.3.0,Kvænangsvassdraget
209.4.0,Navitelva
209.5.0,Abojohka
209.6.0,Corrojohka/Abojohka
209.7.0,Corrojohka/Abojohka
209.8.0,Njemenjaikujåkka
209.9.1,Kvænangsvassdraget/Kvænangen sør
21.11.0,Otra
21.114.0,Skargjesåni/Bossvassåi/Otra
21.127.0,Otra
21.15.0,Otra
21.19.0,Førsvassåni/Otra
21.20.0,Otra
21.23.0,Otra
21.27.0,Løyningsåni/Otra
21.29.0,Bossvassåi/Otra
21.33.0,Longerakåni/Otra
21.34.0,Otra
21.35.0,Otra
21.36.0,Skjerka/Dåselva/Otra
21.37.0,Hovassåni/Otra
21.39.0,Løyningsåni/Otra
21.40.0,Uraåni/Løyningsåni/Otra
21.41.0,Uraåni/Løyningsåni/Otra
21.42.0,Kaldsåi/Otra
21.46.0,Reinevassåni/Skargjesåni/Bossvassåi/Otra
21.47.0,Lislefjøddåi/Otra
21.48.0,Otra
21.49.0,Tovdalsvassdraget/Lillesand kommune
21.52.0,Otra
21.53.0,Otra
21.54.0,Otra
21.56.0,Bossvassåi/Otra
21.62.0,Otra
21.69.0,Otra
21.74.0,Otra
21.75.0,Otra
21.76.0,Otra
21.77.0,Otra
21.79.0,Otra
21.80.1,Otra
21.81.3,Lislefjøddåi/Otra
211.2.0,Langfjordelva
211.3.0,Langfjordelva
211.7.0,Storelva/Kvænangen nord
211.8.0,Kovelva
212.10.0,Altavassdraget
212.11.0,Altavassdraget
212.18.0,Altavassdraget
212.23.0,Suoppatjohka/Altavassdraget
212.26.0,Suoppatjohka/Altavassdraget
212.27.0,Eibyelva/Altavassdraget
212.44.0,Altavassdraget
212.47.0,Altavassdraget
212.48.0,Tverrelva
212.49.0,Halselva
212.62.0,Halselva
212.63.0,Altavassdraget
212.65.0,Altavassdraget
212.66.0,Altavassdraget
212.68.0,Altavassdraget
212.69.0,Cabardasjåkka/Altavassdraget
212.74.0,Altavassdraget
212.77.0,Altavassdraget
212.80.0,Eibyelva/Altavassdraget
212.98.0,Altavassdraget
213.18.0,Repparfjordvassdraget
213.2.0,Leirbotnelva (lakselva)
213.4.0,Kvalsundelva
213.7.0,Leirbotnelva (lakselva)
22.13.0,Skjerka/Mandalselva
22.16.0,Kosåna/Mandalselva
22.17.0,Uvdalsåni/Skjerka/Mandalselva
22.18.0,Ljosåni/Mandalselva
22.19.0,Mandalselva
22.2.0,Mandalselva
22.20.0,Mandalselva
22.21.0,Logna/Mandalselva
22.22.0,Søgneelva
22.23.0,Mandalselva
22.24.0,Logna/Mandalselva
22.25.0,bekk fra Mjåvatnet/Mandalselva
22.29.0,Kosåna/Mandalselva
22.32.0,Mandalselva
22.33.0,Mandalselva
22.4.0,Mandalselva
22.56.0,Logna/Mandalselva
22.7.0,Skjerka/Mandalselva
22.8.0,Grytå/Mandalselva
22.9.0,Mandalselva
221.1.0,Magerøya
223.2.0,Stabburselva
224.1.0,Lakselvvassdraget
224.2.0,Lakselvvassdraget
224.3.0,Lakselvvassdraget
224.5.1,Brennelva
224.5.2,Brennelva
224.6.0,Lakselvvassdraget
229.3.0,Friarfjordelva
229.5.0,Adamselvvassdraget
23.1.0,Trylandselva/Audna
23.13.0,Trylandselva/Audna
23.14.0,Audna
23.15.0,Audna
23.16.0,Audna
23.17.1,Audna/kyst Mandal by-Lindesnes
23.17.3,Audna/kyst Mandal by-Lindesnes
23.17.4,Audna/kyst Mandal by-Lindesnes
23.2.0,Trylandselva/Audna
23.22.0,Audna
23.23.0,Trædalselva/Audna
23.24.0,Trædalselva/Audna
23.3.0,Lelandsvatnelva/Trylandselva/Audna
23.4.0,Trylandselva/Audna
23.8.0,Audna
230.1.0,Ytre Laksefjorden øst
234.10.0,Karasjåkka/Tana
234.13.0,Iesjåkka/Karasjåkka/Tana
234.14.0,Cærrugæsjåkka/Iesjåkka/Karasjåkka/Tana
234.18.0,Tana
234.19.0,Tana
234.21.0,Karasjåkka/Tana
234.26.1,Tana
234.26.2,Tana
234.26.4,Tana
234.29.1,Har'rejåkka/Tana
234.30.1,Tana/Tanafjorden sør
234.33.0,Tana
236.6.0,Kongsfjordvassdraget
236.7.0,Kongsfjordvassdraget
236.8.0,Kongsfjordvassdraget
237.1.0,Storelva
24.5.0,Lygna
24.8.0,Møska/Lygna
24.9.0,Lygna
240.3.0,Vestre Jakobselv
244.2.0,Neidenvassdraget
244.3.0,Neidenvassdraget
244.5.0,Gærretjåkka/Gallotjohka/Neidenvassdraget
246.11.0,Pasvikelva
246.14.0,Pasvikelva
246.5.0,Pasvikelva
246.9.0,Sametielva/Pasvikelva
247.3.0,Karpelva
25.13.0,Fedaelva
25.21.0,Kvina
25.22.0,Kvina
25.23.0,Kvina
25.24.0,Kvina
25.26.0,Kvina
25.32.0,Knabeåni/Kvina
25.35.0,Kvina
25.51.0,Litleåni/Kvina
25.7.0,Fedaelva
25.87.1,Litleåni/Kvina
25.87.2,Litleåni/Kvina
25.87.3,Kvina
26.1.0,Hauklandsbekken/Moisåni/Sira
26.11.0,elv fra Heigravatnet/Rosslandsåa/Sokno
26.13.0,Hauklandsbekken/Moisåni/Sira
26.14.0,Rosslandsåa/Sokno
26.17.0,Sira
26.2.0,Brekkebekken/Moisåni/Sira
26.20.0,Moisåni/Sira
26.21.0,Espetveitåni/Sira
26.22.0,Deg/Sira
26.23.0,Gravassåni/Sira
26.24.0,Ausdalsåni/Sira
26.26.0,Jogla/Sira
26.28.0,Sira
26.29.0,Litla-mydlandsåna/Sokno
26.31.0,Sira
26.33.0,Brekkebekken/Moisåni/Sira
26.34.0,Finsåni/Sira
26.35.0,Finsåni/Sira
26.36.0,Finsåni/Sira
26.37.0,Bjørnestadbekken/Finsåni/Sira
