stationId,hierarchy
26.38.0,Lindåni/Sira
26.43.0,Sira
26.44.0,Sira
26.46.0,Sira
26.47.0,Sira
26.51.0,Sira
26.52.0,Sokno
26.53.0,Litla-mydlandsåna/Sokno
26.64.0,Sira og Sokna/kyst Hidra-Sokndal
26.92.0,Sokno
27.15.0,Austrumdalsåna/Bjerkreimvassdraget
27.16.0,Oreåna/Bjerkreimvassdraget
27.19.0,Tekseåni/Hellelandselva
27.20.0,Hellelandselva
27.23.0,Tekseåni/Hellelandselva
27.24.0,Hellelandselva
27.25.0,Bjerkreimvassdraget
27.26.0,Ognaåni
27.28.0,Hellelandselva
27.29.0,Bjerkreimvassdraget
27.32.0,Grødeimelva
27.33.0,Grødeimelva
27.34.0,Grødeimelva
27.35.0,Grødeimelva
27.37.0,Grødeimelva
27.38.0,Rangåa/Grødeimelva
27.40.0,Hellelandselva
27.42.0,Hellelandselva
27.5.0,Eigelandselva/Fuglestadåna
27.52.0,Bjerkreimvassdraget
27.9.0,elv fra Stølsvatnet/Bjerkreimvassdraget
28.11.0,Orreåna
28.12.0,Figgjo
28.13.0,Figgjo
28.14.2,Figgjo/Jæren
28.7.0,Hååna
29.10.0,Storåna
29.11.0,Storåna
29.17.0,Stavanger og Sandnes kommuner
29.18.0,Stavanger og Sandnes kommuner
29.19.0,Storåna
29.4.0,Stavanger og Sandnes kommuner
29.7.0,Stavanger og Sandnes kommuner
3.22.0,Mossevassdraget
3.23.0,Mossevassdraget
3.8.0,Mossevassdraget
30.8.0,Dirdalsåna
303.2.0,Siddisjaurevassdraget/Vietasätno/Luleälven
303.3.0,Siddisjaurevassdraget/Vietasätno/Luleälven
307.10.0,Linvasselva/Faxälven
307.3.0,Linvasselva/Faxälven
307.5.0,Muruelva/Faxälven
307.7.0,Linvasselva/Faxälven
308.1.0,Holdelva/Hårkan
31.10.0,Tjodanåna/Lysevassdraget
31.39.0,Lysevassdraget/Lysefjorden
31.6.0,Tjodanåna/Lysevassdraget
31.8.0,Låterviksbekken
311.18.0,Engera/Trysilelva
311.21.0,Trysilelva
311.26.0,Trysilelva
311.4.0,Trysilelva
311.460.0,Engera/Trysilelva
311.461.0,Trysilelva
311.473.0,Trysilelva
311.6.0,Trysilelva
312.2.0,Röjdan-Løvhaugsåa/Norsälven
312.4.0,Röjdan-Løvhaugsåa/Norsälven
312.5.0,Röjdan-Løvhaugsåa/Norsälven
313.1.0,Vaggeälven-brødbølvassdraget/Byälven-mangenvassdraget
313.10.0,Vrangselva/Byälven-mangenvassdraget
313.12.7,Vrangselva/Byälven-mangenvassdraget
313.5.0,Vaggeälven-brødbølvassdraget/Byälven-mangenvassdraget
313.7.0,Vikeråa/Vaggeälven-brødbølvassdraget/Byälven-mangenvassdraget
313.8.0,Vaggeälven-brødbølvassdraget/Byälven-mangenvassdraget
32.6.0,Jørpelandsåna
32.7.0,Jørpelandsåna
33.12.0,Årdalselva
33.4.0,Årdalselva
33.48.0,Bjørndalselva/Tusso/Årdalselva
33.5.0,Årdalselva
33.6.0,Lyngsåna/Årdalselva
33.8.0,Årdalselva
33.9.0,Årdalselva
35.10.0,Kvennåna/Ulla
35.11.0,Oddeåna/Ulla
35.12.0,Førreelva
35.14.0,Søråna/Førreelva
35.15.0,Flottåna/Ulla
35.16.0,Vormo
35.2.0,Ulla
35.9.0,Kvennåna/Ulla
36.105.0,Suldalsvassdraget
36.120.0,Roaldkvamsåna/Suldalsvassdraget
36.13.0,Lingvangelva
36.14.0,Suldalsvassdraget
36.15.0,Suldalsvassdraget
36.16.0,Stølsåna/Suldalsvassdraget
36.17.0,Stølsåna/Suldalsvassdraget
36.18.0,Kaldevasselva/Suldalsvassdraget
36.20.0,Stølsåna/Suldalsvassdraget
36.21.0,Kaldevasselva/Suldalsvassdraget
36.22.0,Risbuelva/Suldalsvassdraget
36.23.0,Risbuelva/Suldalsvassdraget
36.24.0,Kvesso/Suldalsvassdraget
36.25.0,Bleskestadåna/Roaldkvamsåna/Suldalsvassdraget
36.26.0,Isåa/Roaldkvamsåna/Suldalsvassdraget
36.27.0,Bleskestadåna/Roaldkvamsåna/Suldalsvassdraget
36.30.0,Kvilldalsåna/Suldalsvassdraget
36.31.0,Kvilldalsåna/Suldalsvassdraget
36.34.0,Suldalsvassdraget
36.50.0,Mosåna/Suldalsvassdraget
36.51.0,Suldalsvassdraget
36.52.0,Roaldkvamsåna/Suldalsvassdraget
36.6.0,Suldalsvassdraget
36.60.0,Suldalsvassdraget
36.61.0,Suldalsvassdraget
36.63.0,Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden
36.64.0,Suldalsvassdraget
36.9.0,Middalselva/Suldalsvassdraget
37.1.0,Saudavassdraget
37.10.0,Dalsvatnelva/Saudavassdraget
37.12.0,Berdalselva/Saudavassdraget
37.13.0,Berdalselva/Saudavassdraget
37.14.0,Saudavassdraget
37.15.0,Tverrelva/Saudavassdraget
37.16.0,Åbøelva
37.17.0,Finnflotvatnelva/Dalsvatnelva/Saudavassdraget
37.18.0,Dalsvatnelva/Saudavassdraget
37.2.0,Dalsvatnelva/Saudavassdraget
37.27.0,Elgjuvsåna/Saudavassdraget
37.3.0,Dalsvatnelva/Saudavassdraget
37.4.0,Dalsvatnelva/Saudavassdraget
37.5.0,Finnflotvatnelva/Dalsvatnelva/Saudavassdraget
38.1.0,Vikadalselva
38.2.0,Vikadalselva
39.1.0,Kyst Nedstrand-Haugesund-Tittelsnes
39.2.0,Kyst Nedstrand-Haugesund-Tittelsnes
400.1.0,BAYELVA
400.13.0,KONGSFJORDEN
400.17.0,NORDENSKIOLD LAND NORD/ADVENTELVA
400.18.0,NORDENSKIØLDKYSTEN
400.4.0,KONGSFJORDEN
400.5.0,SASSENFJORDEN/SASSENELVA
400.7.0,ADVENTELVA
400.8.0,BAYELVA
41.1.0,Etnevassdraget
41.12.0,Sørelva/Etnevassdraget
41.2.0,Sørelva/Etnevassdraget
41.34.0,Sørelva/Etnevassdraget
41.36.0,Kritlaelva/Sørelva/Etnevassdraget
41.37.0,Kritlaelva/Sørelva/Etnevassdraget
41.38.0,Kaldeimselva/Sørelva/Etnevassdraget
41.4.0,Sørelva/Etnevassdraget
41.8.0,Etnevassdraget
41.9.0,Etnevassdraget
42.1.0,Blåelva
42.10.0,Blåelva
42.11.0,Blåelva
42.16.0,Blåelva
42.2.0,Handalandselva
42.23.0,Blåelva/kyst Etnefjorden-Sunde
42.7.0,Blåelva
42.9.0,elv fra Insta Mosevatnet/Blåelva
45.10.0,Guddalselva
46.10.0,elv fra Langavatnet/Øyreselva
46.11.0,elv i Fagerdalen/Øyreselva
46.12.0,elv i Fagerdalen/Øyreselva
46.13.0,Austrepollelva
46.16.0,Øyreselva
46.28.0,Maurangerfjorden og Sildefjorden øst
46.4.0,Bondhuselva
46.9.0,Pyttelva/Bondhuselva
47.4.0,Flatabøelvi/Jondalselvi
47.5.0,elv fra Jukladalsvatnet/Flatabøelvi/Jondalselvi
47.8.0,Storelvi
48.1.0,Opo
48.3.0,Opo
48.5.0,Austdølo/Opo
48.6.0,Steinavatnbekken/Opo
48.8.0,Opo
49.1.0,Tysso/sørfjorden øst: Tysso-Krossanes
49.10.0,Nybuåna/Tysso
49.2.0,Tysso
49.4.0,Tysso
49.5.0,Vendo
49.6.0,Mågelielvi/Tysso
49.7.0,Nybuåna/Tysso
49.8.0,Breidåni/Nybuåna/Tysso
49.9.0,bekk fra Langevatnet/Nybuåna/Tysso
5.1.0,Gjersjøelva
5.10.0,Årungelva
5.17.0,Årungelva
5.19.0,Gjersjøelva
5.20.0,Gjersjøelva
5.22.0,Årungelva
5.3.0,Gjersjøelva
5.5.0,Gjersjøelva
5.7.0,Årungelva
5.9.0,Gjersjøelva
50.1.0,Kinso
50.12.0,Leiro/Eidfjordvassdraget
50.14.0,Simavassdraget
50.3.0,Eidfjordvassdraget
50.39.0,Eidfjordvassdraget
50.40.0,Veig/Eidfjordvassdraget
50.60.0,Isdølo/Eidfjordvassdraget
50.91.0,Eidfjordvassdraget
51.4.0,elv fra Kvilinganutvatnet/Austdøla/Osa-vassdraget
51.5.0,Langvasselva/Austdøla/Osa-vassdraget
51.8.0,Osa-vassdraget
52.2.0,Bjølvo
55.1.0,elv i Dukebotnen/Samnangervassdraget
55.10.0,Samnangervassdraget
55.12.0,Samnangervassdraget
55.18.0,Oselva
55.2.0,elv i Dukebotnen/Samnangervassdraget
55.3.0,Eikelandsvassdraget
55.4.0,Oselva
55.5.0,Oselva
55.7.0,Eikelandsvassdraget
55.9.0,Samnangervassdraget
56.1.0,Bergen og omegn
56.10.0,Bergen og omegn
56.11.0,Bergen og omegn
56.12.0,Nesttunvassdraget
56.13.0,Nesttunvassdraget
56.3.2,Fanaelva
56.9.0,Bergen og omegn
6.10.0,Nordmarkvassdraget
6.10.3,Nordmarkvassdraget
6.102.0,Nordmarkvassdraget
6.103.0,Nordmarkvassdraget
6.104.0,Frognerbekken
6.12.0,Alna
6.24.4,Nordmarkvassdraget
6.38.0,Nordmarkvassdraget
6.43.0,Ljanselva
6.67.1,Ljanselva
6.71.0,Spålselva/Nordmarkvassdraget
6.74.0,Frognerbekken
6.75.0,Frognerbekken
6.78.0,Alna
6.80.0,Hovinbekken/Nordmarkvassdraget
6.80.1,Hovinbekken/Nordmarkvassdraget
6.82.0,Frognerbekken
6.9.0,Nordmarkvassdraget
6.95.0,Frognerbekken
6.96.0,Nordmarkvassdraget
60.2.0,Hellandselva
60.3.0,Hellandselva
61.1.0,Bergsdalsvassdraget
61.10.0,Bergsdalsvassdraget
61.13.0,Bergsdalsvassdraget/kyst Salhus-Dale
61.14.0,Bergsdalsvassdraget
61.8.0,Kaldåni/Bergsdalsvassdraget
62.1.0,Teigdalselvi/Vossovassdraget
62.10.0,Vossovassdraget
62.11.0,Teigdalselvi/Vossovassdraget
62.114.0,Vossovassdraget
62.115.0,Vossovassdraget
62.116.0,Vossovassdraget
62.117.0,Raundalselvi/Vossovassdraget
62.120.0,Vossovassdraget
62.122.0,Vossovassdraget
62.14.0,Kvannjolo/Raundalselvi/Vossovassdraget
62.15.0,Raundalselvi/Vossovassdraget
62.17.0,Teigdalselvi/Vossovassdraget
62.18.0,Tysseelvi
62.19.0,Vossovassdraget
62.22.0,Vossovassdraget
62.29.0,Vossovassdraget
62.30.0,Vossovassdraget
62.33.0,Vossovassdraget
62.34.0,Raundalselvi/Vossovassdraget
62.35.0,Vossovassdraget
62.42.0,Vossovassdraget
62.44.0,Vossovassdraget
62.45.0,Vossovassdraget
62.46.0,Vossovassdraget
62.47.0,Vossovassdraget
62.48.0,Vossovassdraget
62.49.0,Vossovassdraget
62.5.0,Vossovassdraget
62.50.0,Vossovassdraget
62.51.0,Vossovassdraget
62.52.0,Vossovassdraget
62.53.0,Vossovassdraget
62.54.0,Vossovassdraget
62.7.0,Torfinno/Vossovassdraget
63.12.0,Fagerdalselvi/Eksingedalsvassdraget
63.5.0,Kvanndalselvi/Norddalselvi/Eksingedalsvassdraget
63.6.0,Eksingedalsvassdraget
63.8.0,Norddalselvi/Eksingedalsvassdraget
63.9.0,Norddalselvi/Eksingedalsvassdraget
64.11.0,Steinslandsvassdraget
64.23.0,Steinslandsvassdraget
64.3.0,Hodnafjellselvi/Berdalselvi/Steinslandsvassdraget
64.4.0,Steinslandsvassdraget
64.6.0,Steinslandsvassdraget
64.7.0,Krossdalselva/Steinslandsvassdraget
67.11.0,elv fra Meinsemdevatnet/Kringlebotnselvi/Matrevassdraget
67.12.0,Nordgilsdalselvi/Matrevassdraget
67.13.0,Mosedalselvi/Matrevassdraget
67.14.0,Haugsdalsvassdraget
67.15.0,Haugsdalsvassdraget
67.16.0,elv fra Skjerjavatnet/Haugsdalsvassdraget
67.17.0,Haugsdalsvassdraget
67.2.0,Haugsdalsvassdraget
67.5.0,Mosedalselvi/Matrevassdraget
67.6.0,Haugsdalsvassdraget
67.7.0,Matrevassdraget
67.8.0,Krokevasselva/Matrevassdraget
67.9.0,Kringlebotnselvi/Matrevassdraget
68.2.0,Nordgulelva
69.1.0,Fridalselva/Førdeelva
69.3.0,Førdeelva
69.4.0,Tverrelva/Førdeelva
69.5.0,Øystrebøelva
7.29.0,Lysakerelva
7.30.0,Lysakerelva
7.31.0,Hoffselva
70.10.0,Pyttane/Dalselvi
70.11.0,Dalselvi
70.12.0,Gravseta/Dalselvi
70.13.0,Pyttane/Dalselvi
70.17.0,Pyttane/Dalselvi
70.21.0,Rislåg/Viksvassdraget
70.7.0,Hopra
71.1.0,Nærøydalselvi
72.11.0,Fremste varga/Aurlandsvassdraget
72.13.0,Grøna/Aurlandsvassdraget
72.14.0,Aurlandsvassdraget
72.15.0,Grimsetelvi/Aurlandsvassdraget
72.17.0,Aurlandsvassdraget
72.18.0,Heimre varga/Aurlandsvassdraget
72.19.0,Heimre varga/Aurlandsvassdraget
72.20.0,Langavatnelvi/Stonndalselvi/Aurlandsvassdraget
72.21.0,Reppa/Stonndalselvi/Aurlandsvassdraget
72.23.0,Aurlandsvassdraget
72.24.0,Aurlandsvassdraget
72.25.0,Aurlandsvassdraget
72.37.0,Aurlandsvassdraget/Aurlandsfjorden
72.4.0,Reppa/Stonndalselvi/Aurlandsvassdraget
72.6.0,Katla/Aurlandsvassdraget
72.77.0,Flåmselvi
73.1.0,Lærdalsvassdraget
73.106.1,Jukleåni/Mørkedøla/Lærdalsvassdraget
73.107.1,Kjølåni/Mørkedøla/Lærdalsvassdraget
73.107.2,Kjølåni/Mørkedøla/Lærdalsvassdraget
73.108.0,Jukleåni/Mørkedøla/Lærdalsvassdraget
73.11.0,elv fra Slettningen/Lærdalsvassdraget
73.116.0,Lærdalsvassdraget
73.117.0,Lærdalsvassdraget
73.118.0,Lærdalsvassdraget
73.119.0,Lærdalsvassdraget
73.120.0,Lærdalsvassdraget
73.121.0,Lærdalsvassdraget
73.122.0,Lærdalsvassdraget
73.123.0,Lærdalsvassdraget
73.124.0,Lærdalsvassdraget
73.125.0,Lærdalsvassdraget
73.126.0,Lærdalsvassdraget
73.127.0,Lærdalsvassdraget
73.128.0,Lærdalsvassdraget
73.129.0,Lærdalsvassdraget
73.2.0,Lærdalsvassdraget
73.21.0,Lærdalsvassdraget
73.22.0,Oddedøla/Lærdalsvassdraget
73.23.0,Jukleåni/Mørkedøla/Lærdalsvassdraget
73.25.0,Jukleåni/Mørkedøla/Lærdalsvassdraget
73.27.0,Lærdalsvassdraget
73.28.0,Mørkedøla/Lærdalsvassdraget
73.29.0,Vetlelvi/Lærdalsvassdraget
73.30.0,Nivla/Lærdalsvassdraget
73.32.0,Kjølåni/Mørkedøla/Lærdalsvassdraget
73.4.0,Lærdalsvassdraget
73.41.0,Lærdalsvassdraget
73.42.0,Lærdalsvassdraget
74.1.0,Årdalsvassdraget
74.10.0,Raudsdøla/Årdalsvassdraget
74.108.0,Rauddøla/Årdalsvassdraget
74.109.0,Årdalsvassdraget
74.110.0,Skogadøla/Årdalsvassdraget
74.126.0,Austanbotnelvi/Fardalselvi/Årdalsvassdraget
74.14.0,Tya/Årdalsvassdraget
74.15.0,Årdalsvassdraget
74.16.0,Fardalselvi/Årdalsvassdraget
74.18.0,Indre offerdalselvi
74.19.0,Berdalselvi/Steigeelvi/Årdalsvassdraget
74.24.0,Nysetelvi
74.25.0,Nysetelvi
74.26.0,Tya/Årdalsvassdraget
74.29.0,Årdalsvassdraget
74.3.0,Tya/Årdalsvassdraget
74.30.0,Årdalsvassdraget
74.31.0,Årdalsvassdraget
74.33.0,Årdalsvassdraget
74.4.0,Breidbotnelvi/Tya/Årdalsvassdraget
74.6.0,Mannsbergelvi/Tya/Årdalsvassdraget
74.7.0,Biskopselvi/Tya/Årdalsvassdraget
74.8.0,Breidbotnelvi/Tya/Årdalsvassdraget
74.9.0,Berdalselvi/Steigeelvi/Årdalsvassdraget
75.10.0,Nørdstedøla/Fortunvassdraget
75.11.0,Gravdøla/Nørdstedøla/Fortunvassdraget
75.12.0,Illvasselvi/Nørdstedøla/Fortunvassdraget
75.13.0,Fortunvassdraget
75.14.0,Fortunvassdraget
75.15.0,Namnlauselvi/Fortunvassdraget
75.16.0,Vetledøla/Fortunvassdraget
75.17.0,Vetledøla/Fortunvassdraget
75.18.0,Fortunvassdraget
75.22.0,Mørkrisvassdraget
75.23.0,Krokadalselvi
75.26.0,Kolstadelvi/Dalsdalselvi
75.27.0,Kolstadelvi/Dalsdalselvi
75.28.0,Feigedalselvi
75.29.0,Fortunvassdraget
75.34.0,Fortunvassdraget
75.35.0,Fortunvassdraget
75.42.0,Nørdstedøla/Fortunvassdraget
75.43.0,Ringselvi/Bergselvi/Fortunvassdraget
75.44.0,Grandfasta/Fortunvassdraget
75.6.0,Grandfasta/Fortunvassdraget
75.7.0,Grandfasta/Fortunvassdraget
75.70.0,Fortunvassdraget
75.71.0,Bergselvi/Fortunvassdraget
75.8.0,Hervasselvi/Grandfasta/Fortunvassdraget
75.9.0,Hervasselvi/Grandfasta/Fortunvassdraget
75.93.0,Hervasselvi/Grandfasta/Fortunvassdraget
76.10.0,Jostedøla
76.11.0,Vigdøla/Jostedøla
76.13.0,Jostedøla
76.15.0,Bruvollelvi/Jostedøla
76.22.0,Krundøla/Jostedøla
76.28.0,Krundøla/Jostedøla
76.29.0,Jostedøla
76.31.0,Jostedøla
76.32.0,Leirdøla/Jostedøla
76.37.0,Jostedøla
76.39.0,Breelvi/Jostedøla
76.40.0,Krundøla/Jostedøla
76.42.0,Jostedøla
76.5.0,Breelvi/Jostedøla
76.65.0,Jostedøla
76.66.0,Jostedøla
76.67.0,Vigdøla/Jostedøla
76.68.0,Jostedøla
76.7.0,Breelvi/Jostedøla
77.14.0,Årøyvassdraget
77.2.0,Årøyvassdraget
77.24.0,Sogndalselvi
77.24.1,Sogndalselvi
77.24.4,Sogndalselvi
77.3.0,Sogndalselvi
78.10.0,Vetlefjordelvi
78.11.0,Vetlefjordelvi
78.12.0,Vetlefjordelvi
78.19.0,Supphelleelvi/Storelvi
78.4.0,Breelvi/Vetlefjordelvi
78.5.0,Jorddalselvi
78.6.0,Vetlefjordelvi
78.7.0,Vetlefjordelvi
78.8.0,Storelvi
78.9.0,Vetlefjordelvi
79.10.0,Eringsdalselva/Høyangervassdraget
79.11.0,Kråkelva
79.12.0,Eringsdalselva/Høyangervassdraget
79.13.0,Siplauelva/Hålandselva/Høyangervassdraget
79.14.0,Hålandselva/Høyangervassdraget
79.15.0,Hålandselva/Høyangervassdraget
79.17.0,Høyangervassdraget
79.18.0,Høyangervassdraget
79.19.0,Høyangervassdraget
79.2.0,Øyrelva
79.3.0,Nesselvi
79.4.0,Eringsdalselva/Høyangervassdraget
79.5.0,Eringsdalselva/Høyangervassdraget
79.6.0,Norddalselva/Eringsdalselva/Høyangervassdraget
79.7.0,Norddalselva/Eringsdalselva/Høyangervassdraget
79.8.0,Norddalselva/Eringsdalselva/Høyangervassdraget
79.9.0,Eringsdalselva/Høyangervassdraget
8.2.0,Sandvikselva
8.5.0,Øverlandselva/Sandvikselva
8.6.0,Øverlandselva/Sandvikselva
8.8.0,Øverlandselva/Sandvikselva
8.88.0,Øverlandselva/Sandvikselva
8.88.1,Øverlandselva/Sandvikselva
8.88.10,Øverlandselva/Sandvikselva
8.88.11,Øverlandselva/Sandvikselva
8.88.12,Øverlandselva/Sandvikselva
8.88.13,Øverlandselva/Sandvikselva
8.88.14,Øverlandselva/Sandvikselva
8.88.15,Øverlandselva/Sandvikselva
8.88.16,Øverlandselva/Sandvikselva
8.88.17,Øverlandselva/Sandvikselva
8.88.18,Øverlandselva/Sandvikselva
8.88.19,Øverlandselva/Sandvikselva
8.88.2,Øverlandselva/Sandvikselva
8.88.20,Øverlandselva/Sandvikselva
8.88.21,Øverlandselva/Sandvikselva
8.88.22,Øverlandselva/Sandvikselva
8.88.23,Øverlandselva/Sandvikselva
8.88.24,Øverlandselva/Sandvikselva
8.88.25,Øverlandselva/Sandvikselva
8.88.3,Øverlandselva/Sandvikselva
8.88.4,Øverlandselva/Sandvikselva
8.88.5,Øverlandselva/Sandvikselva
8.88.6,Øverlandselva/Sandvikselva
8.88.7,Øverlandselva/Sandvikselva
8.88.8,Øverlandselva/Sandvikselva
8.88.9,Øverlandselva/Sandvikselva
8.88.91,Øverlandselva/Sandvikselva
8.88.92,Øverlandselva/Sandvikselva
8.88.93,Øverlandselva/Sandvikselva
8.89.0,Lomma/Sandvikselva
8.90.0,Sandvikselva
80.10.0,Hovlandselva
80.11.0,Hovlandselva
80.12.0,Storevatnelva/Veslelva/Hovlandselva
80.13.0,Lølandselva
80.4.0,elv i Ullebødalen/Dyrneslielva
80.5.0,Lølandselva
80.6.0,Blåvassgrova/Hovlandselva
80.7.0,Hovlandselva
80.8.0,Veslelva/Hovlandselva
80.9.0,Seltuftelva/Hovlandselva
81.1.0,Hageelva
82.4.0,Guddalsvassdraget
83.10.0,Åmotselva/Gaularvassdraget
83.12.0,Gaularvassdraget
83.14.0,Sandaelva/Gaularvassdraget
83.16.0,Gaularvassdraget
83.17.0,Gaularvassdraget
83.18.0,Gaularvassdraget
83.2.0,Gaularvassdraget
83.44.0,
83.6.0,Eldalselva/Gaularvassdraget
83.7.0,Gaularvassdraget
83.9.0,Åmotselva/Gaularvassdraget
84.1.0,Jølstra
84.11.0,Nausta
84.15.0,Jølstra
84.17.0,Jølstra
84.20.0,Holsaelva/Jølstra
84.21.0,Jølstra
84.22.0,Jølstra
84.23.0,Nausta
84.25.3,Jølstra
84.31.0,Ångedalselva/Jølstra
84.52.0,Jølstra
84.57.0,Nausta
85.10.0,Svartevasselva/Norddalselva
85.12.0,Oselvvassdraget
85.2.0,Oselvvassdraget
85.3.0,Norddalselva
85.4.0,Solheimsvassdraget
85.5.0,Oselvvassdraget
85.6.0,Norddalselva
85.7.0,Norddalselva
85.8.0,Oselvvassdraget
85.9.0,Haukåa
86.10.0,Gjengedalsvassdraget
86.11.0,Åskorelva
86.12.0,Storelva
86.13.0,Vingefosselva
86.14.0,elv fra Litle snønykevatnet/Førdedalselva
86.15.0,Nibbevatnelva/Sørdalselva/Bortneelva
86.16.0,Iverelva/Svelgenvassdraget
86.17.0,Svelgenvassdraget
86.18.0,Svelgenvassdraget
86.19.0,Sødalselva/Åskorelva
86.20.0,Vestre yksneelva
86.21.0,elv fra Z-vatnet/Vestre yksneelva
86.22.0,Sødalselva/Åskorelva
86.24.0,Sødalselva/Åskorelva
86.25.0,Vestre yksneelva
86.26.0,Midtre yksneelva
86.27.0,Vestre yksneelva
86.28.0,Sagåa
86.29.0,Gjengedalsvassdraget/Frøysjøen og ytre Nordfjord sør
86.39.0,Ramskredelva/Indrehuselva
86.40.0,Indrehuselva
86.56.0,Litleelva/Åskorelva
87.1.0,Breimsvassdraget
87.10.0,Breimsvassdraget
87.2.0,Breimsvassdraget
87.4.0,Breimsvassdraget
87.9.0,Myklebustdalselva/Breimsvassdraget
88.11.0,Strynevassdraget
88.15.0,Grasdøla/Skjerdingsdøla/Strynevassdraget
88.16.0,Strynevassdraget
88.20.0,Oldenvassdraget
88.30.0,Oldenvassdraget
88.31.0,Loenvassdraget
88.32.0,Strynevassdraget
88.33.0,Strynevassdraget
88.35.0,Erdalselva/Strynevassdraget
88.4.0,Loenvassdraget
89.1.0,Hornindalsvassdraget
89.10.1,Hornindalsvassdraget
89.2.0,Hornindalsvassdraget
89.3.1,Hornindalsvassdraget
9.2.0,Askerelva
9.8.0,Sandvikselva
90.1.0,Bremangerlandet
91.2.0,Storelva
94.13.0,"Stigedalselva/voldafjorden, Austefjord og Dalsfjorden"
94.19.0,"Stigedalselva/voldafjorden, Austefjord og Dalsfjorden"
95.11.0,Follestaddalselva/Ørstavassdraget
95.12.0,Ørstavassdraget
95.4.0,Ørstavassdraget
96.3.0,Hareidselva
97.1.0,Velledalselva
97.11.0,Tusselva
97.5.0,Sleddalselva/Vikelva
97.9.0,Vikelva
98.3.0,Fausaelva
98.4.0,Bygdaelva
98.90.19,Storelva
99.1.0,Tafjordvassdraget
99.10.0,Fagerbotnelva/Tafjordvassdraget
99.14.0,Rødalselva/Tafjordvassdraget
99.15.0,Rødalselva/Tafjordvassdraget
99.17.0,Rødøla/Rødalselva/Tafjordvassdraget
99.2.0,Tafjordvassdraget
99.4.0,Tafjordvassdraget
99.5.0,Rødøla/Rødalselva/Tafjordvassdraget
99.6.0,Fetvasselva/Tafjordvassdraget
99.7.0,Rødalselva/Tafjordvassdraget
99.8.0,Tafjordvassdraget
99.9.0,Tafjordvassdraget
